id,loan_amnt,term,installment,grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,active_credit,emp_title,purpose,zip_code,addr_state
427,200000,240,3000,1,4,0,731000,0,1,0,7.84,0.01,10901.17,19.12,7.65,1,0,Principal Engineer,home_improvement,774xx,TX
428,160000,240,2800,3,10,0,325000,0,0,20,13.95,0,21236.17,74.18,25,0,1,SuperValu,debt_consolidation,553xx,MN
429,30000,240,600,1,3,1,143000,0,1,10,6.84,0.01,3953.65,23.16,13.24,0,0,LegalZoom,credit_card,787xx,TX
430,100000,240,1600,2,1,1,247000,0,1,20,10.11,-0.01,9658.83,66.86,29.35,0,355,Page Mill YMCA ,debt_consolidation,940xx,CA
431,150000,300,1900,4,7,0,255000,1,0,40,13.05,0.01,6406,62.44,52.24,1,275,TAP Master Teacher,debt_consolidation,379xx,TN
432,120000,240,2000,2,10,2,322000,1,0,10,19.05,0.01,12921.48,41.8,34.88,0,283,Store manager,debt_consolidation,100xx,NY
433,100000,300,1200,3,2,0,264000,1,1,20,14.05,0,13104.17,89.16,25.12,1,357,Business and Planning Analyst II,debt_consolidation,142xx,NY
434,270000,300,3700,5,10,0,349000,1,0,20,7.89,-0.01,25487,89.28,20,0,281,tech,debt_consolidation,285xx,NC
435,340000,300,5100,7,1,1,422000,1,0,10,8.84,0.01,45231.35,64.71,17.76,0,535,DFS Construction,small_business,223xx,VA
436,50000,240,900,4,1,0,687000,1,0,20,12.89,0,28523.52,55.49,39.88,0,348,Friedkin Inc,other,773xx,TX
437,140000,300,1700,3,2,0,503000,1,0,20,17,0.99,8679.83,35.51,24.88,0,0,mechanic ,debt_consolidation,827xx,WY
438,100000,240,1600,2,1,1,300000,0,0,20,18.05,-0.01,5858.52,31.9,48.35,0,-5,Project Engineer,debt_consolidation,782xx,TX
439,90000,240,1400,2,8,0,503000,1,0,10,16.89,0,5539,23.36,34.35,1,2,Case Manager II,debt_consolidation,727xx,AR
440,200000,240,3200,2,2,1,367000,1,1,10,5.95,0.01,18421.65,88.01,7.12,1,0,Chiropractor,credit_card,980xx,WA
441,180000,240,2900,1,4,1,700000,0,1,30,9.11,-0.01,19031.65,80.89,14.76,1,357,Manager,credit_card,085xx,NJ
442,60000,240,1100,4,10,0,443000,0,0,10,7.05,-0.01,11382.35,92.3,33.12,0,385,Perkin Elmer Corp,debt_consolidation,068xx,CT
443,140000,300,1800,4,1,0,200000,1,0,10,9,0.01,7699.17,60.38,18.65,0,-8,Truck Driver,debt_consolidation,275xx,NC
444,350000,240,5700,2,10,0,1656000,1,1,10,11.11,0.01,37092.35,83,23.88,0,429,Owner,debt_consolidation,015xx,MA
445,290000,300,3500,3,2,1,325000,1,1,20,20.95,0,29498.65,54.91,29.35,0,365,Granada Sales Corp.,debt_consolidation,112xx,NY
446,130000,240,2100,2,3,0,260000,0,0,20,13.05,0,12376,49.41,31.24,1,418,Office Manager ,credit_card,773xx,TX
447,140000,240,2200,2,1,1,275000,1,0,0,3.89,0.01,3920.52,28.49,5.12,0,5,Senior Pastor ,credit_card,021xx,MA
448,120000,240,2100,4,1,1,125000,1,0,30,2.89,0.01,4480.83,61.32,5.24,0,1,Commercial Sales Manager,debt_consolidation,380xx,TN
449,140000,300,1600,3,3,0,345000,1,0,20,11.05,0.01,1082.83,10.19,36.88,0,1,Lead Nurse Consultant,debt_consolidation,461xx,IN
450,200000,300,2600,4,10,1,246000,1,0,20,7,0,16904.48,66.9,15.12,0,5,PNEUMATIC SERVICES,debt_consolidation,337xx,FL
451,240000,300,3100,5,9,0,366000,1,0,30,16.05,-0.01,17866.17,80.7,56,1,-4,Clinical Manager / Therapist ,credit_card,724xx,AR
452,100000,240,1700,3,2,0,225000,0,0,10,14.89,1.01,11666.83,58.76,39.88,0,327,E-Recording Clerk,debt_consolidation,461xx,IN
453,230000,300,2700,3,10,1,327000,1,1,20,9.05,-0.01,23961.17,48.89,22.24,0,421,TE Connectivity,debt_consolidation,173xx,PA
454,240000,240,3600,1,1,0,634000,0,1,10,4.89,-0.01,24571.83,43.9,15.65,0,382,Pacific Gas and Electric,credit_card,945xx,CA
455,30000,240,400,2,8,0,325000,0,0,10,11.89,0.01,1878.83,7.76,37,1,2,operations trainer,debt_consolidation,294xx,SC
456,120000,240,2200,4,1,2,175000,1,0,10,17.95,0,8593.52,79.61,28,0,3,Mathematics Teacher,debt_consolidation,155xx,PA
457,70000,240,1100,1,2,0,253000,1,1,20,14,0.01,6834.65,40,26,1,2,RN,debt_consolidation,458xx,OH
458,200000,240,3100,1,1,1,222000,1,1,30,19.05,0,39065.83,71.62,36.76,1,-2,Escrow / Title Assistant,debt_consolidation,441xx,OH
459,220000,300,2600,3,2,0,250000,1,1,20,18.89,0,17581.35,40.74,34.65,0,412,Social Security Administration,debt_consolidation,743xx,OK
460,150000,240,2400,1,6,0,428000,0,1,10,13.16,0.01,17231,37.18,22.76,0,7,Physical Therapist,credit_card,463xx,IN
461,100000,300,1300,5,10,0,193000,1,0,10,5.89,1,3199.65,59.82,21,1,284,patient care  tech,debt_consolidation,460xx,IN
462,100000,240,1600,1,10,0,497000,1,1,20,8.84,0.99,10803.65,78.84,32.76,0,415,Deputy,credit_card,895xx,NV
463,270000,300,3400,4,10,0,350000,1,0,30,7.11,0.01,35873.17,95.76,16.76,0,4,nondestructive inspector,debt_consolidation,851xx,AZ
464,110000,240,1700,1,2,1,381000,1,1,10,5.11,0.01,462.83,2.32,27.12,1,-8,General Manager,debt_consolidation,894xx,NV
465,70000,240,1100,3,7,0,348000,0,0,30,25.89,-0.01,28670.65,84.28,37.88,1,275,Tenant Service Coordinator,debt_consolidation,104xx,NY
466,150000,300,1900,5,4,0,416000,1,0,10,10.05,0.01,5494.83,75.88,18.35,1,5,Quality Engineer,credit_card,799xx,TX
467,330000,300,4400,5,10,1,475000,1,0,20,8.89,0.01,25867.48,78.28,25.76,1,-1,Paralegal Supervisor,debt_consolidation,222xx,VA
468,250000,300,3200,5,10,0,432000,1,0,20,13.89,0,16789.83,55.01,46.12,0,309,Production Manager,debt_consolidation,430xx,OH
469,350000,300,4100,3,1,2,378000,1,0,30,5.89,-0.01,25186,0.4,17.24,0,337,M.A.R.S./Stratus/AHMSI,debt_consolidation,117xx,NY
470,180000,300,2300,4,10,1,697000,1,0,10,7.95,0.01,213.83,0,28,0,348,Honeywell International Inc,credit_card,919xx,CA
471,200000,300,2300,3,4,0,420000,0,1,30,20.95,0.01,35472.65,49.14,33,1,396,Statistician,credit_card,254xx,WV
472,200000,240,3100,1,10,2,256000,1,1,30,5.05,0,20297,83.44,9.88,1,470,Executive Director,debt_consolidation,764xx,TX
473,250000,240,4200,3,8,1,444000,1,0,30,16.05,-0.01,18647.17,78.84,23.12,1,280,Professor,debt_consolidation,361xx,AL
474,90000,240,1500,3,3,1,147000,1,0,20,15.11,0.01,5227.52,17,15.24,1,3,Administration,debt_consolidation,330xx,FL
475,120000,240,1900,2,2,0,669000,1,1,20,12.05,0,76767.48,60.64,27.88,0,308,Manager,debt_consolidation,945xx,CA
476,20000,240,400,2,10,1,436000,0,1,10,12,-0.01,19134.17,68.36,31,0,292,Video Production Specialist,debt_consolidation,222xx,VA
477,110000,300,1700,6,6,1,162000,1,0,20,11.05,-0.01,12243.35,54.42,20.12,0,447,Bagger/Custodial,debt_consolidation,291xx,SC
478,140000,240,2300,2,1,0,322000,1,0,10,10.05,1.01,3632.35,28.56,49,0,347,Physical Therapist Asst,other,325xx,FL
479,90000,240,1700,4,2,0,186000,1,0,30,7.84,0.01,14365.35,86.98,15.76,1,-1,owner,credit_card,546xx,WI
480,220000,300,2900,4,6,0,325000,1,0,30,13.05,0.01,32831.17,59.12,36.24,1,308,bright now dental,wedding,267xx,WV
481,220000,300,3000,5,10,0,493000,1,0,10,5.16,0,55598,100.16,12,1,284,"Director, Program Management",debt_consolidation,601xx,IL
482,40000,240,600,2,9,1,218000,0,0,10,8.95,0,7780.17,47.06,18.76,1,268,rsa,other,800xx,CO
483,190000,240,3400,5,2,2,222000,1,0,20,6.11,-0.01,5058.83,50.5,12.24,0,1,Fraud Prevention Specialist II,major_purchase,015xx,MA
484,280000,240,4400,2,6,0,994000,1,1,20,16.84,-0.01,69535.17,79.5,42.24,0,332,Financial Advisor,debt_consolidation,275xx,NC
485,100000,240,1700,2,8,0,335000,0,1,30,11.89,0.01,26373,71.58,47.12,0,305,Town & Country Bank,debt_consolidation,403xx,KY
486,150000,240,2400,2,5,1,495000,1,0,20,19.84,0.01,15406.52,12.22,51.65,1,2,IHS at George Mason U,debt_consolidation,222xx,VA
487,140000,240,2300,2,10,0,222000,1,0,10,11,0,3380.83,47.3,45.24,1,502,SALES,debt_consolidation,756xx,TX
488,200000,240,3200,1,2,0,444000,1,1,10,14.84,0,31867.17,28.92,36.76,0,561,District Manager,credit_card,601xx,IL
489,20000,240,300,4,2,1,140000,1,0,10,15,0.01,4126.52,46.06,14.88,0,2,Head Teller,debt_consolidation,075xx,NJ
490,80000,240,1300,2,6,1,251000,0,0,10,10.16,-0.01,8060.83,35.2,17.88,0,388,Roaming Technical Services,credit_card,379xx,TN
491,200000,240,3200,2,6,0,680000,0,0,0,8.16,0.01,24195.65,48.28,34.12,0,287,Rio Tinto ,debt_consolidation,935xx,CA
492,30000,240,500,4,10,0,579000,1,0,10,11,0,2440.17,78.34,15.24,0,278,Director - Solution Engineering,other,117xx,NY
493,90000,240,1400,2,5,1,450000,0,0,0,4.11,0,6802.17,42.28,7.24,1,-3,Patent Scientist,credit_card,633xx,MO
494,220000,240,3600,2,4,1,603000,1,1,10,10.05,0,30153.65,85.2,17.35,0,388,"PediaVision Holdings, LLC",credit_card,327xx,FL
495,140000,240,2400,3,1,0,312000,0,0,10,6,0.01,9546.65,74.34,7.88,0,0,Registered Nurse,debt_consolidation,453xx,OH
496,80000,240,1300,2,1,1,204000,0,1,20,11.05,0,10859.65,74.66,17.35,0,-1,Flight Paramedic,credit_card,662xx,KS
497,100000,240,1700,3,5,0,204000,1,0,40,8,0.01,12692.83,98.52,11.35,1,1,Human resources associate,debt_consolidation,067xx,CT
498,140000,240,2400,3,1,1,237000,1,0,30,17.05,0,16965.35,55.71,23.12,0,3,Laborer,credit_card,996xx,AK
499,210000,300,2500,4,1,0,538000,1,0,20,18.84,-0.01,31809.83,90.48,50,1,277,Systems Analyst III,debt_consolidation,800xx,CO
500,50000,240,800,2,10,0,205000,1,0,20,7.16,0.99,2482.52,20.3,22.88,1,319,Home atendant,debt_consolidation,183xx,PA
501,200000,300,2500,4,9,0,369000,1,0,20,10.11,0.01,16215.65,48.64,16.12,0,8,Tampa General Hospital,credit_card,335xx,FL
502,170000,300,2000,3,8,0,299000,1,1,20,8.89,0,17912.65,71.28,25.24,0,398,Coca-Cola Refreshments,debt_consolidation,461xx,IN
503,230000,300,2400,2,6,1,240000,1,0,10,6.89,0,19144.17,54.88,16.88,1,299,SERVICE MANAGER,credit_card,891xx,NV
504,70000,240,1200,2,3,1,185000,1,1,30,6.84,0.01,9965.35,87.78,10.88,0,2,Administrative Coordinator ,debt_consolidation,941xx,CA
505,80000,240,1400,3,5,0,272000,1,1,10,15.05,0.99,4022.83,23,21.76,1,383,Installer,debt_consolidation,087xx,NJ
506,70000,240,1100,2,2,1,165000,0,0,10,16.05,0.01,8124.83,38.16,27.24,0,-2,Sales,debt_consolidation,959xx,CA
507,350000,300,4100,3,8,0,500000,1,1,20,8.89,0.01,41160,88.06,8.88,1,386,Contracting Officer,credit_card,210xx,MD
508,100000,240,1600,1,4,0,167000,0,1,10,9.84,0,2509,9.9,15.88,0,4,"Irvington Friendly Care, LLC",major_purchase,628xx,IL
509,160000,240,2900,4,1,1,330000,0,0,30,20.95,-0.01,21391.48,67.06,34.24,0,393,TEKSystems,credit_card,200xx,DC
510,100000,240,1700,3,10,1,350000,1,0,0,9.89,2,7114.52,37.52,25.24,0,304,General Manager,debt_consolidation,415xx,KY
511,180000,240,2900,2,10,1,422000,1,0,20,10.84,0,4171,42.29,35.88,1,5,Cert. Surgical Techician,debt_consolidation,176xx,PA
512,350000,300,4000,3,10,1,470000,1,0,30,12.11,-0.01,13838.65,30.38,32.76,1,6,district manager,debt_consolidation,840xx,UT
513,200000,240,3300,3,10,1,378000,1,0,10,6.84,0.99,20321.65,78.12,11.65,0,336,Candaian national railroad,debt_consolidation,558xx,MN
514,180000,300,2300,4,7,0,425000,0,0,40,15,-0.01,75409.65,84.88,32,1,321,Owner,debt_consolidation,605xx,IL
515,150000,300,1800,4,1,0,344000,0,0,20,12.11,-0.01,7441.35,73.74,23.76,1,-2,Case Manager,debt_consolidation,326xx,FL
516,30000,240,500,2,2,0,759000,1,0,10,12.89,0,2339.48,4.58,30.88,0,-4,Senior Consultant,credit_card,606xx,IL
517,30000,240,500,3,1,1,136000,0,0,20,9.16,0,18819.83,79.51,13.88,0,2,Teacher's Assistant,debt_consolidation,802xx,CO
518,220000,240,3500,2,10,0,481000,1,0,30,14.84,0.01,57984.35,53.28,44.12,1,549,Paralegal / Investigator,debt_consolidation,740xx,OK
519,300000,300,3400,2,10,0,666000,1,1,20,9.16,-0.01,54948.52,67.32,18.76,1,428,Mamaroneck public schools,debt_consolidation,107xx,NY
520,120000,300,1400,3,5,1,370000,1,0,30,23.11,0,33302,68.51,47.76,1,318,Remote Engineer,debt_consolidation,729xx,AR
521,100000,240,1600,2,7,0,291000,1,0,10,10,1.01,13142,44.66,22.35,0,0,Administrative Services Specialist,credit_card,920xx,CA
522,300000,300,3000,2,10,1,700000,1,1,10,7.89,0.01,38915,81.91,11.12,1,317,Director,debt_consolidation,100xx,NY
523,50000,240,800,3,6,0,400000,0,0,40,20.05,0.01,22798.65,28.66,34.76,1,-4,fleet mechanic,home_improvement,062xx,CT
524,50000,240,900,4,10,2,197000,0,0,30,15.11,0,20961.35,82.06,26.76,0,9,Shop Manager,medical,795xx,TX
525,130000,300,1600,4,3,0,321000,0,0,10,13.11,1.01,6992.17,44.8,30.12,0,-6,Account Executive and Retention Manager,debt_consolidation,660xx,KS
526,60000,240,900,2,10,0,431000,1,0,30,17.84,0.99,5398,22.92,53.12,0,348,Assistant Manager ,other,560xx,MN
527,350000,300,4500,5,10,2,781000,1,0,20,13,0,54310,55.54,39.88,1,342,HR Business Partner,debt_consolidation,774xx,TX
528,60000,240,900,1,1,1,197000,0,1,10,8.95,0.01,4902.65,47.89,22.88,1,-1,M-Health Worker,credit_card,908xx,CA
529,180000,240,3300,5,10,0,426000,1,0,10,9.89,0.01,15855.65,74.02,28.35,1,359,Senior Pastor,debt_consolidation,330xx,FL
530,130000,300,1600,4,2,0,247000,1,0,20,8.16,1,11793.83,59.51,12.76,1,0,sales,debt_consolidation,167xx,PA
531,80000,240,1400,3,6,2,160000,0,0,10,6,0,7190.17,77.1,18.76,1,345,bridgewater township,debt_consolidation,188xx,PA
532,100000,240,1500,1,7,1,394000,0,1,10,13.89,0.01,14880.17,22.96,30.65,1,277,Captain,credit_card,913xx,CA
533,40000,240,700,4,7,0,444000,1,0,20,11.84,-0.01,54396.17,91.6,24,0,281,State of New jersey,debt_consolidation,085xx,NJ
534,260000,240,4000,1,10,0,406000,0,1,10,13.11,0.01,9969.35,18.68,27.65,1,319,Insurance agent,debt_consolidation,486xx,MI
535,130000,300,1600,4,1,1,164000,1,0,10,7.89,0,12558,67.89,17.76,1,3,scra opps prod coordiator,debt_consolidation,570xx,SD
536,60000,240,1000,3,2,0,628000,0,1,10,5.84,0,39267.65,84.58,16.12,0,370,Community & Southern Bank,vacation,306xx,GA
537,190000,240,3000,1,10,1,530000,1,1,10,5.89,0,12443.35,56.52,16.76,1,278,Senior Auditor,debt_consolidation,945xx,CA
538,180000,300,2200,4,3,1,272000,1,0,20,10.11,1,6459.17,27.42,29.76,1,1,Armed Guard,debt_consolidation,021xx,MA
539,230000,300,2800,3,6,0,847000,1,0,10,9,-0.01,8849,26,16.88,0,0,Regional Manager,credit_card,352xx,AL
540,200000,240,3400,2,10,0,660000,0,1,10,12.95,-0.01,44965.17,57.69,26.65,1,319,Project Engineer,home_improvement,997xx,AK
541,200000,240,3300,2,10,1,204000,1,1,20,12.95,0,26144.83,61.64,24.88,0,-4,PTS America Inc.,other,112xx,NY
542,50000,240,1000,2,10,2,226000,1,0,20,7.11,2,7514.65,30.32,20.12,1,370,Investigator,credit_card,402xx,KY
543,40000,240,800,6,1,1,143000,0,0,10,3.95,0.01,8656.17,80.6,4.24,0,-4,Washer,debt_consolidation,493xx,MI
544,120000,240,1900,1,1,2,553000,0,1,10,15.84,0,71351,75.24,37.88,0,394,Sales Trader,debt_consolidation,117xx,NY
545,180000,300,2100,3,10,0,350000,1,1,20,7.11,-0.01,26361.65,96.34,11.88,1,359,Taylor Devices,debt_consolidation,142xx,NY
546,100000,240,1800,3,10,2,196000,0,0,30,21.95,0,23335.17,64.49,36.65,0,276,CCF Hillcrest Hospital,credit_card,441xx,OH
547,280000,240,4700,3,10,0,789000,1,1,30,21.89,0.01,63113.35,50.2,60,0,358,Engineer,debt_consolidation,751xx,TX
548,100000,300,1300,4,6,1,186000,1,0,10,10.05,0.99,8813,50.36,19.88,0,3,SUPERVISOR,credit_card,945xx,CA
549,100000,240,1700,3,10,0,200000,1,1,10,5.11,0.01,3504.83,69.31,15.24,0,390,President,debt_consolidation,281xx,NC
550,180000,240,3100,3,2,1,248000,1,0,30,14,-0.01,21944.35,60.59,16.12,0,5,Teacher,credit_card,784xx,TX
551,300000,240,5100,3,10,0,599000,1,1,10,10.05,0.01,30097.65,55.32,25.12,1,399,Senior Archaeologist,debt_consolidation,967xx,HI
552,40000,240,800,3,3,1,365000,1,0,20,12.16,-0.01,19157,50.28,29.88,0,5,State Trooper,debt_consolidation,331xx,FL
553,120000,300,1600,5,9,0,348000,1,0,10,4.95,0.01,3252.35,61.06,16.76,0,279,Service Manager,debt_consolidation,300xx,GA
554,150000,300,1800,3,10,0,422000,1,0,10,8.84,-0.01,15516.52,72.5,14.88,0,269,Manager,credit_card,775xx,TX
555,100000,240,1600,1,2,0,275000,1,1,20,14.84,0.01,11980.17,33.48,35.35,1,538,Truck driver,credit_card,338xx,FL
556,150000,240,2300,1,3,1,247000,1,1,20,9.89,0,7108.83,23.42,17.88,1,483,Marketing Coordinator,debt_consolidation,908xx,CA
557,60000,240,1000,3,4,1,388000,1,0,20,6.95,0,23199.17,99.6,14,0,-2,Consultant ,credit_card,100xx,NY
558,160000,300,1600,2,10,0,411000,0,1,30,11,0,22686.65,95.88,18.88,1,476,Account Manager,debt_consolidation,326xx,FL
559,200000,240,3700,6,1,1,281000,1,0,20,4.05,0.01,16428.65,98.31,7.65,0,-1,AllianceBernstein,credit_card,068xx,CT
560,120000,240,1800,1,2,1,154000,0,1,20,7.84,0,17003.83,34.06,15.24,0,345,Handyman,credit_card,982xx,WA
561,350000,240,5900,3,4,0,700000,1,0,10,9.89,-0.01,22939.52,73.94,16.65,0,278,Director of Marketing,credit_card,787xx,TX
562,170000,300,1900,2,10,0,234000,1,1,30,4.95,0,16539.17,87.51,38.88,0,272,E-6 Technical Sgt,credit_card,809xx,CO
563,70000,240,1200,2,4,1,165000,0,1,10,5.05,0.01,7791.48,75.78,8,0,-2,DWI,credit_card,927xx,CA
564,50000,240,900,3,2,1,397000,0,0,10,8.95,0,9445.52,55.58,16.35,0,-9,Firefighter,debt_consolidation,104xx,NY
565,290000,300,3900,5,7,2,290000,1,0,10,6.89,0.01,4598.35,18.42,22.76,1,279,sales representative,home_improvement,105xx,NY
566,100000,240,1600,1,1,0,247000,0,1,10,9.11,-0.01,9244,35.84,20.65,1,307,Supervisor ,debt_consolidation,058xx,VT
567,100000,240,1600,2,10,1,350000,1,0,20,11.89,2,5986.35,34.52,30.12,0,405,TEACHER & SOCCER COACH,debt_consolidation,331xx,FL
568,80000,240,1400,3,2,0,306000,1,0,30,20.11,-0.01,19482.65,74.38,34,0,-1,Jackson Walker LLP,home_improvement,770xx,TX
569,110000,240,2100,4,10,1,136000,1,0,40,10.95,0,20302.35,68.6,17,1,-1,clerical,credit_card,088xx,NJ
570,250000,300,2600,2,5,0,430000,1,1,10,11.95,0.01,25552.48,56.22,23.12,1,4,QA RN,debt_consolidation,553xx,MN
571,100000,240,1700,3,1,1,219000,1,0,10,10.16,0,5547.17,28.16,10.88,1,0,Floor installer,major_purchase,954xx,CA
572,30000,240,600,2,10,1,194000,1,0,0,3.95,0.01,1296.48,11.9,7.65,1,287,ramp supervisor,car,902xx,CA
573,100000,240,1500,1,3,1,381000,1,1,10,20.11,0,22492.17,39.76,30.65,1,280,Manager Programming Sales,debt_consolidation,112xx,NY
574,40000,240,800,3,10,0,256000,1,0,20,8,0.01,4610.83,22.3,18.35,0,7,Meat Cutter,medical,605xx,IL
575,70000,240,1100,2,1,2,128000,0,0,20,5.16,-0.01,872.17,12.3,13.88,0,10,Fulfillment Associate,major_purchase,471xx,IN
576,240000,300,2800,3,10,0,1378000,1,0,10,17.89,0.01,27328.17,49.7,33.24,1,352,Sales Manager,debt_consolidation,334xx,FL
577,250000,300,3200,4,7,1,355000,1,0,20,15.95,-0.01,27635.17,70.02,26.76,1,302,Account Representative II,credit_card,956xx,CA
578,100000,240,1700,2,5,1,280000,0,1,20,7.11,0.01,21591,66.62,19.76,1,-6,Machine operater,debt_consolidation,038xx,NH
579,80000,300,900,4,5,0,400000,0,0,10,9.84,0.01,10585.83,57.11,24.88,0,9,Travelers Indemnity Company,debt_consolidation,551xx,MN
580,60000,240,1000,2,1,0,280000,1,0,30,23.84,0,11900.65,37.71,48.12,1,0,Sr. Financial Planner Consultant,home_improvement,074xx,NJ
581,150000,240,2600,3,1,1,196000,0,0,20,2.11,0,9291.48,86.08,8.24,0,274,pipe fitter,debt_consolidation,826xx,WY
582,350000,240,6000,3,10,0,760000,1,0,0,10.16,0,115,0.64,46.12,0,-6,Geisinger Medical Center,major_purchase,178xx,PA
583,150000,240,2700,3,10,0,394000,0,0,10,9.95,0.01,6977.48,57.58,18.76,0,308,united parcel service,debt_consolidation,773xx,TX
584,200000,300,2800,5,2,1,275000,1,0,10,9.11,-0.01,16566.17,60.1,19,0,-1,norwood cooperative bank,credit_card,020xx,MA
585,70000,240,1500,5,3,1,194000,1,0,20,8,1.01,2359.52,30.66,20.76,1,359,Phlebotomist,debt_consolidation,271xx,NC
586,350000,300,4500,4,10,0,494000,1,0,20,12.05,-0.01,25519.83,51.9,30.76,0,468,Union tile setter,debt_consolidation,463xx,IN
587,90000,240,1400,3,1,2,216000,0,0,20,8.11,0.01,14045,41.68,23.24,0,270,Business Manager,debt_consolidation,352xx,AL
588,90000,240,1400,1,6,0,280000,1,1,20,6.05,2,5155.35,37.2,17.24,1,464,Network Development Coordinator,debt_consolidation,483xx,MI
589,150000,240,2300,1,10,0,310000,1,1,20,15.95,-0.01,22739,46.42,31.24,0,356,Manager,credit_card,108xx,NY
590,120000,240,2000,2,10,1,260000,1,0,20,8.11,0.01,8287.65,54.6,19,0,389,Quality Analyst,debt_consolidation,430xx,OH
591,160000,240,2900,4,2,0,794000,1,0,10,17,0.99,18969.35,47.48,24.65,1,327,Info Sys Specialis Programming 1,other,114xx,NY
592,70000,240,1200,2,10,0,400000,1,0,10,6.89,0.01,381.35,9.02,29.24,0,366,DEPARTMENT OF JUSTICE,home_improvement,923xx,CA
593,240000,240,3700,1,10,0,939000,1,1,10,4.95,0,20004.35,42.58,19.88,1,342,Regional Manager,debt_consolidation,294xx,SC
594,300000,240,5400,4,1,1,1172000,0,0,20,18.89,-0.01,95015.83,69.82,20.35,0,435,Partner,debt_consolidation,303xx,GA
595,110000,300,1600,6,6,1,272000,1,0,0,14.11,2.02,11,-0.14,45,1,2,Admissions advisor,home_improvement,605xx,IL
596,250000,300,2500,1,6,2,400000,0,1,20,7.05,0.01,10538.83,17.1,17.76,0,415,Controller,home_improvement,241xx,VA
597,180000,300,2100,3,6,0,458000,1,0,10,13.16,-0.01,11020.35,47.5,22.24,1,7,union carpeneter,debt_consolidation,925xx,CA
598,180000,300,2000,2,10,0,417000,1,0,20,25,-0.01,23367,42.46,41.12,1,-2,American Red Cross,debt_consolidation,197xx,DE
599,130000,300,1500,3,10,1,396000,1,0,30,13.84,1,12166.83,68.14,55.76,0,300,Deputy Probation Officer,debt_consolidation,927xx,CA
600,200000,240,3300,2,10,1,783000,1,0,40,8.84,0.01,61293.35,45.88,23,1,285,Dir of Security,moving,336xx,FL
601,250000,240,4300,3,3,2,325000,0,1,20,17.16,0.01,26763.35,41.56,47.88,1,379,President ,debt_consolidation,601xx,IL
602,180000,240,2900,2,3,0,885000,0,0,10,21,0.01,8771.65,25.31,36.88,1,8,controller,debt_consolidation,038xx,NH
603,80000,240,1400,3,1,1,286000,1,1,10,8.89,0.99,3404.52,49.06,46.12,0,387,Staff Nurse,debt_consolidation,216xx,MD
604,150000,300,1700,3,10,0,291000,1,0,30,17.89,0.01,46378.83,64.34,28.24,1,294,Independent Claims Adjuster,debt_consolidation,617xx,IL
605,160000,300,1600,2,5,1,372000,0,0,20,17.89,0.01,12540,32.96,31.12,1,5,Bro ,debt_consolidation,906xx,CA
606,40000,240,700,4,2,1,131000,0,0,30,7.89,0,3675.65,71.49,12.65,1,2,long horn steak house,other,329xx,FL
607,110000,240,1800,2,3,0,160000,0,1,20,7.95,0.01,12888.35,82.18,12.88,0,-4,"McCain & Bursh, PLC",debt_consolidation,850xx,AZ
608,330000,300,3800,3,9,0,497000,1,1,20,16.11,0.01,38529,28.46,33.88,1,567,Athletic Director,debt_consolidation,762xx,TX
609,180000,300,2200,4,6,0,203000,1,0,10,12.95,-0.01,15168.52,37.6,15.24,1,-4,chef,credit_card,463xx,IN
610,120000,300,1300,3,1,1,3142000,1,0,0,14.05,0.01,14616.48,69.11,27.24,1,5,Quality & Risk Management Consultant,debt_consolidation,460xx,IN
611,250000,240,4400,4,2,0,1169000,1,0,20,17,-0.01,14722.48,64.96,42.65,0,298,"General Manager, Director of Operations",debt_consolidation,206xx,MD
612,120000,240,2000,3,3,1,196000,1,0,20,13.05,-0.01,9969.17,37.86,28.12,0,0,Office Manager,credit_card,609xx,IL
613,350000,300,4400,4,10,0,1990000,1,0,0,6.89,0,26668.83,68.22,15,0,371,winston preparatory school,home_improvement,105xx,NY
614,290000,300,3600,4,1,2,628000,1,0,20,7.11,0.01,2385,85.91,23.12,1,459,Consultant,debt_consolidation,301xx,GA
615,70000,240,1300,4,10,1,206000,1,0,20,6.89,-0.01,8655.17,95.92,10,0,2,Jones Dairy Farm,credit_card,535xx,WI
616,120000,240,1900,3,9,0,265000,0,0,20,12.89,0.01,19793.35,61.14,19.76,1,322,Food server,debt_consolidation,953xx,CA
617,60000,240,900,2,1,0,228000,0,0,20,8.05,0,9907.35,52.14,10.88,0,5,Payroll/Human Resources Administrator,credit_card,219xx,MD
618,100000,240,1700,3,10,1,294000,1,0,20,12.89,0,11152.35,73.78,27.76,1,288,maintenance manager,debt_consolidation,910xx,CA
619,150000,300,1700,2,10,0,844000,1,1,20,6.89,0.01,22364.17,87.28,12.65,1,555,vp product development r&d,debt_consolidation,070xx,NJ
620,140000,240,2200,2,1,1,225000,1,1,10,3.95,0,13826.17,98.91,4.35,1,3,Community Services Specialist,credit_card,940xx,CA
621,140000,240,2300,2,2,1,282000,0,1,10,4.89,0,15117.65,63.39,8.24,0,-1,Shands Jacksonville,debt_consolidation,322xx,FL
622,60000,240,1000,2,10,0,194000,0,1,10,16.11,-0.01,12905.35,72.66,50.24,1,279,NURSE,debt_consolidation,623xx,IL
623,90000,240,1600,3,7,1,155000,1,0,20,11.95,2.99,8598.52,46.24,13.76,0,7,Zook Family Investments,credit_card,921xx,CA
