id,loan_amnt,term,installment,grade,emp_length,home_ownership,annual_inc,verification_status,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,active_credit,emp_title,purpose,zip_code,addr_state,loan_status
8306,20000,240,300,4,10,0,360000,0,20,7.89,0.01,12022.17,91.78,19.88,0,311,Gutierrez Restaurant,debt_consolidation,674xx,KS,0
1812,240000,300,2400,2,2,0,346000,1,20,11.84,0.01,22186.83,62.52,35.35,0,410,Staff Engineer,debt_consolidation,660xx,KS,1
5889,150000,240,2600,3,8,1,247000,1,20,9.95,-0.01,14169.65,73.74,29.65,0,7,lead,debt_consolidation,930xx,CA,0
5203,150000,240,2600,3,10,0,469000,1,10,12.05,0.99,4676.65,52.28,45.88,1,520,Professor,debt_consolidation,601xx,IL,1
7305,130000,300,1700,5,5,1,347000,1,10,11.05,0,11581.65,59.41,16,0,299,Best Best & Krieger,other,917xx,CA,0
4818,120000,300,1600,5,2,0,466000,1,20,30.16,0.01,26894.65,72.38,51,1,291,Sr. Process Engineer,debt_consolidation,342xx,FL,0
7157,100000,240,1600,1,8,0,431000,0,10,10.89,0.01,24585.17,46.19,21.12,0,296,STUART WEITZMAN,credit_card,330xx,FL,1
3728,150000,300,1800,4,1,1,309000,1,20,12,-0.01,10329,58.92,19.88,1,7,Supervisor,debt_consolidation,967xx,HI,0
4944,160000,300,2100,5,2,0,207000,1,10,7.89,0.01,14747.83,73.18,29.24,1,-7,Asset Manager,debt_consolidation,800xx,CO,0
45,70000,240,1100,1,2,0,216000,0,10,6,0.01,7263.83,73.16,11.88,0,8,Logistics Associate I,credit_card,302xx,GA,1
3579,150000,240,2400,2,1,0,270000,1,20,14.95,-0.01,7051.17,56.99,24.76,1,309,Faculty,other,350xx,AL,1
1696,120000,240,1800,1,7,0,389000,0,10,6.84,-0.01,8455,46.7,14,1,278,Supervisor ,credit_card,473xx,IN,1
2143,60000,240,900,1,7,2,366000,1,20,10.05,0.01,10812,39.24,29.12,1,285,customer service supervisor,debt_consolidation,088xx,NJ,1
5754,230000,240,3700,2,1,1,353000,1,10,7,0.01,4196.52,59.22,11.88,0,-4,Mortgage Banking Underwriter,debt_consolidation,105xx,NY,1
6289,30000,240,600,3,5,0,154000,0,20,11.05,1.01,5237.65,40.34,15.88,1,0,office,debt_consolidation,677xx,KS,0
8720,300000,240,5500,4,10,0,531000,1,10,8.95,0,5713.83,49.02,34.88,1,296,Architectural Sheet Metal,medical,985xx,WA,0
5274,200000,300,2500,3,4,0,369000,1,30,27.16,0,10381.35,19.32,53,1,296,Experis,debt_consolidation,303xx,GA,0
5060,50000,240,800,4,5,0,300000,1,20,11.05,0,2538.52,56.8,15.12,0,0,Tong opereitor,small_business,736xx,OK,0
6975,90000,240,1500,1,10,0,428000,0,30,17.05,-0.01,39980.65,87.66,43.76,1,322,Manager,debt_consolidation,571xx,SD,1
8246,80000,240,1300,3,5,1,150000,1,30,7.89,0.01,7889.65,64.3,11.12,0,1,Certified Nursing Assistant,credit_card,919xx,CA,0
5163,60000,240,1000,2,1,1,310000,1,10,9.89,-0.01,5846.65,53.72,20.12,0,-4,Buyer,credit_card,480xx,MI,0
5039,180000,300,2300,5,7,0,225000,1,10,4.95,0.01,7286.65,85.94,7.88,0,0,Starwood Hotels & Resorts Worldwide Inc.,medical,935xx,CA,0
1740,60000,240,900,2,10,1,232000,1,20,11.05,0.01,11887.35,39.86,26,1,320,center supervisor ,debt_consolidation,917xx,CA,0
4658,50000,240,1000,5,10,1,150000,1,10,5,0.99,3325.65,50.09,5.65,0,2,Overnight Associate,debt_consolidation,891xx,NV,0
2681,250000,300,3200,4,8,0,275000,1,20,14.11,-0.01,10667,21.8,25.35,1,5,IT,debt_consolidation,060xx,CT,0
4364,100000,240,1600,3,10,2,394000,1,20,9.95,-0.01,3896.65,29.6,15.12,1,0,operator,debt_consolidation,776xx,TX,0
1229,110000,240,1600,1,1,1,295000,1,10,17.95,0.01,8689,39.9,25.65,1,4,Teacher,debt_consolidation,925xx,CA,1
2830,120000,240,2100,3,2,1,740000,1,10,17.95,0.99,22018.35,66.09,31.24,0,273,CRM Inc,credit_card,089xx,NJ,0
9016,50000,240,900,4,4,1,353000,0,10,6.95,0.01,2622.83,86.48,9.65,0,-5,Enrollment Manager,moving,852xx,AZ,0
7140,140000,300,1600,3,9,1,181000,1,30,8.11,-0.01,5677.52,74.72,38.76,1,283,Owner,debt_consolidation,775xx,TX,0
1294,240000,240,3900,2,10,0,497000,1,30,13.89,0.01,97243.48,70.8,28.35,1,429,Sr business analyst,debt_consolidation,633xx,MO,1
6518,180000,300,2500,5,10,1,244000,1,30,12,0,12294.35,82.12,22.35,1,278,receptionist,debt_consolidation,916xx,CA,0
4986,110000,300,1600,6,5,1,154000,1,30,3,-0.01,1920,39.91,16.12,0,335,Maintenance tech ,debt_consolidation,441xx,OH,0
6782,90000,240,1300,1,1,1,248000,0,10,6.05,0.01,7815.65,37.9,13.88,0,6,US Bureau of Prisons,debt_consolidation,658xx,MO,1
2622,120000,300,1300,3,9,1,215000,1,30,12.05,0.01,9715,97.86,13.12,1,0,System Designer,credit_card,114xx,NY,0
1352,160000,240,2700,2,1,1,260000,0,20,8.89,-0.01,18665,70.11,11.35,0,516,Raymond James Morgan Keegan,debt_consolidation,701xx,LA,1
560,120000,240,1800,1,2,1,154000,0,20,7.84,0,17003.83,34.06,15.24,0,345,Handyman,credit_card,982xx,WA,1
3737,150000,300,1700,3,10,1,279000,1,20,9,0,4841,48.21,18.12,1,275,Maintenance specialist,debt_consolidation,109xx,NY,0
3921,100000,240,1600,1,2,0,706000,1,10,9.89,0.01,12269.35,29.92,23.12,0,-4,Owner,home_improvement,034xx,NH,1
1738,100000,300,1200,3,5,0,244000,0,10,13.11,0,6161.83,90.81,20.88,1,548,Manager,debt_consolidation,945xx,CA,1
7740,20000,240,400,3,1,1,128000,0,20,7,0,5947.83,52.1,7.88,0,332,valet,debt_consolidation,891xx,NV,0
4335,240000,240,4200,4,10,0,329000,0,20,15.05,0.01,43061.52,77.8,33.24,0,437,"Kansas City, Mo PD and National Guard",debt_consolidation,641xx,MO,0
1587,120000,240,2200,4,7,1,191000,1,20,7,0.01,3797.35,25.98,27.76,1,360,Chief deputy,debt_consolidation,894xx,NV,0
8440,10000,240,200,5,4,1,335000,0,20,9.05,0,7832.65,58.56,25.65,0,528,NET Midstream,other,770xx,TX,0
8226,100000,240,1700,3,10,2,155000,0,30,15,0,12576.52,43.79,23.76,0,0,Bob Evans,debt_consolidation,616xx,IL,0
1278,30000,240,600,3,5,0,232000,1,30,10.84,0.01,27961,78.26,20.88,0,3,blender,debt_consolidation,141xx,NY,0
2651,300000,240,5200,3,10,0,500000,1,30,18,0.01,39496.35,64.88,48.12,1,-535,Mattress Warehouse,debt_consolidation,258xx,WV,0
5713,300000,300,4100,5,9,0,398000,1,30,32.11,-0.01,22794.83,47.48,55,0,286,Underwriter,debt_consolidation,135xx,NY,0
1114,300000,300,3800,4,6,1,793000,1,20,7.16,0,17644,84,29.35,0,479,Aviation Safety Inspector,debt_consolidation,770xx,TX,0
7836,50000,240,900,4,4,1,246000,1,20,7.89,0,5042.65,85.26,31.35,0,292,Bank of America,debt_consolidation,927xx,CA,0
8599,70000,240,1300,4,8,2,90000,1,30,11.95,0,7102.17,54.04,21,1,290,LPN,debt_consolidation,471xx,IN,0
5813,60000,240,1200,7,1,0,603000,0,30,21.89,0.01,38480.48,54.64,52.24,0,489,Lear Siegler Inc,credit_card,324xx,FL,0
7844,40000,240,800,5,7,0,145000,1,20,5.11,1,532.17,16.38,24.76,0,413,Admin. Asst.,other,480xx,MI,0
403,130000,240,2100,2,10,1,307000,1,10,6.05,2.99,4464.65,54.6,16,0,391,Analyst,debt_consolidation,070xx,NJ,0
33,20000,240,300,1,4,1,71000,1,10,5.95,-0.01,2439.35,16.94,6.24,0,318,office depot-,major_purchase,902xx,CA,1
410,120000,300,1500,3,4,1,299000,1,20,6.95,0.01,12998.17,64.21,8.24,0,6,Maintenance Manager,debt_consolidation,720xx,AR,0
1385,280000,240,4800,3,10,0,354000,1,20,9.84,0.01,19132.52,82.24,22.24,0,356,Aircraft Mechanic,debt_consolidation,930xx,CA,1
5920,80000,240,1200,2,3,0,428000,0,10,13.11,0,9851.83,31.24,28,0,-5,Sr. Development Manager,credit_card,727xx,AR,0
6723,350000,240,6500,5,10,0,1247000,1,10,18.11,2,27151.17,70.26,34.76,0,345,General Manager,debt_consolidation,462xx,IN,0
347,70000,240,1300,6,3,1,894000,1,10,3.89,-0.01,2127.83,44.5,4,1,5,Creative Director,small_business,809xx,CO,0
5095,120000,240,1900,1,10,1,223000,0,20,11.95,0.01,10571.17,38.42,24.24,0,344,Nurse assistant,debt_consolidation,993xx,WA,1
7998,130000,240,2200,3,10,0,220000,0,10,12.11,0.98,4808.17,45.44,16.88,0,0,PACKAGING MACHINE OPERATOR,debt_consolidation,302xx,GA,0
5378,150000,240,2800,4,10,0,243000,1,30,15.16,0,28683.65,74.16,33.76,0,342,Sales Coordinator,credit_card,890xx,NV,0
4955,190000,300,2300,3,10,0,218000,1,20,13.89,0,28363.65,57.89,40.24,0,384,KMC Musical Instruments - Kaman Music,debt_consolidation,060xx,CT,1
4196,280000,300,3800,6,1,0,490000,1,20,9.84,0.01,26974.83,83.66,24,0,0,Operator,debt_consolidation,797xx,TX,0
5541,250000,300,2900,3,5,2,497000,1,30,17.05,-0.01,9773.65,53.28,30.65,1,282,Copeland Enterprises,home_improvement,018xx,MA,0
928,80000,240,1300,2,1,0,725000,1,20,12.95,0.01,34317.17,103.34,23.88,0,282,Specialty sales rep ,debt_consolidation,775xx,TX,1
2327,50000,240,800,2,8,1,204000,1,10,10.11,1.01,6217,61.24,36.12,0,0,Lao family community dev inc,debt_consolidation,953xx,CA,1
8477,70000,240,1300,4,4,0,264000,1,30,24.95,0,27771,43.29,38.76,1,1,GENERAL MERCHANDISE MANAGER,debt_consolidation,271xx,NC,0
6646,150000,240,2600,3,9,1,256000,0,0,3,0,-106.91,0,15.24,0,5,Inside Sales,major_purchase,954xx,CA,0
1794,200000,240,3400,3,1,0,266000,1,20,11.11,0.01,12256.48,95.29,33.88,0,1,Nurse Case Manager,debt_consolidation,532xx,WI,0
4855,140000,240,2500,4,4,1,215000,1,10,6.89,-0.01,4539.48,40.2,11.65,0,-5,Valet1,other,852xx,AZ,0
8220,280000,300,3100,2,1,0,582000,1,20,13.89,0,29939.65,38.42,42.12,0,313,Lead Technical Service Representative,debt_consolidation,480xx,MI,0
7265,160000,300,2000,4,4,1,603000,1,40,5.84,0,11988,102.08,27.88,0,1,Financial Advisor,debt_consolidation,641xx,MO,0
7240,150000,240,2600,3,10,1,267000,1,10,3,-0.01,14465.35,79.79,10.12,0,363,driver,other,941xx,CA,1
7297,50000,240,800,2,5,0,1506000,1,10,15,0,167298.48,92.24,46.12,1,296,Director,credit_card,103xx,NY,1
356,100000,240,1800,3,9,1,206000,1,10,9,-0.01,9695.65,78.5,12.88,0,0,SERVICES FOR THE UNDERSERVED,debt_consolidation,112xx,NY,0
5049,180000,240,2700,1,9,0,259000,1,30,16.05,0.01,16230.35,51.14,25.12,0,308,Texas Tech University,debt_consolidation,794xx,TX,1
6737,150000,240,2300,2,2,2,160000,0,40,26.16,0.01,13678.35,13.2,36.88,1,372,Caseworker II,debt_consolidation,178xx,PA,0
4911,20000,240,400,4,10,2,186000,0,20,7,0.01,6265.48,75.71,11.88,0,1,Personal Banker,other,037xx,NH,0
625,200000,300,2900,6,3,0,394000,1,10,19.95,0,17607.17,55,37.24,0,1,Full time RN,debt_consolidation,021xx,MA,0
608,330000,300,3800,3,9,0,497000,1,20,16.11,0.01,38529,28.46,33.88,1,567,Athletic Director,debt_consolidation,762xx,TX,1
8768,150000,240,2600,4,10,0,936000,1,0,11,0,12013,28.66,18,0,6,veterinarian,home_improvement,462xx,IN,0
5382,150000,300,2200,6,9,1,199000,1,40,9.11,3,4069.48,92.12,15.24,1,275,customer service,debt_consolidation,302xx,GA,0
1495,140000,240,2500,4,10,1,631000,0,10,4.16,0,7073.65,94.66,19.12,0,320,The Dow Chemical Company,debt_consolidation,080xx,NJ,0
6389,170000,300,2400,6,10,0,321000,1,20,24.84,0,19631.65,76.56,48,0,288,Apple Federal Credit Union,debt_consolidation,227xx,VA,0
2633,20000,240,500,3,10,1,39000,0,30,3.84,0.01,6685.83,51.96,4.76,0,-1,Sears,debt_consolidation,925xx,CA,0
5476,180000,300,2000,3,1,0,473000,0,20,11.95,0.01,17562.35,88.79,39.76,1,6,Network Engineer,debt_consolidation,809xx,CO,0
5980,240000,300,2700,2,2,1,381000,1,10,13.89,0.01,17522.35,25.72,22.35,0,297,Financial Advisor,credit_card,916xx,CA,0
2894,350000,300,4000,3,4,0,514000,1,30,26.05,0,44520.65,47.2,82.65,1,499,Quality Manager,credit_card,750xx,TX,1
664,240000,240,3800,2,10,1,506000,1,20,11.95,1.01,30810.35,83.08,17.88,1,4,president,debt_consolidation,920xx,CA,1
8647,270000,300,3800,6,9,1,331000,1,10,3.95,0.01,19040.83,87.92,8.12,1,558,Paralegal,credit_card,105xx,NY,0
5069,70000,240,1300,3,10,1,404000,0,10,12.89,0,21398.83,82.86,35,0,336,ASSISTANT MANAGER,other,920xx,CA,0
7579,70000,240,1200,3,5,1,160000,1,20,11,-0.01,11101.35,75.92,39.65,0,337,Dana Kepner,credit_card,801xx,CO,0
6489,50000,240,800,1,6,0,215000,1,0,5.11,0.01,1076.17,17.94,9,1,-2,cadd technician,debt_consolidation,390xx,MS,1
4829,140000,300,1800,4,5,0,256000,1,10,10.05,0.01,14190.65,47.02,63.12,0,363,Wynn resorts,home_improvement,890xx,NV,0
7843,100000,240,1700,4,4,0,194000,0,20,8,0,5534.17,46.7,17.24,0,288,specialized treatment coordinator,debt_consolidation,496xx,MI,0
1357,350000,300,5200,6,10,0,1119000,1,10,11.11,-0.01,20956.35,91.88,16.88,0,295,PROJECT DIRECTOR,debt_consolidation,144xx,NY,0
5004,150000,300,1700,3,5,2,290000,1,30,14.84,1.01,14965.17,62.76,39.88,1,429,Truck driver,credit_card,356xx,AL,1
4177,80000,240,1400,3,4,0,286000,1,30,9.89,1.01,3391.35,43.66,28.65,0,322,supervisor,debt_consolidation,752xx,TX,0
2053,190000,300,2800,6,10,0,276000,1,30,11.05,0.01,8115.35,94.42,27,0,5,STAFF SERGEANT ,debt_consolidation,283xx,NC,0
1814,100000,240,1500,1,3,1,290000,0,10,20.11,0,9304.52,29.18,37,1,-2,Medical Assistant,debt_consolidation,463xx,IN,1
6795,300000,240,5200,3,4,0,780000,1,10,5.89,0.99,2225.17,61.24,9.65,1,-2,GEN MGR,home_improvement,070xx,NJ,0
6024,120000,300,1300,3,10,1,206000,1,20,13.11,-0.01,15372.17,66.06,18.24,1,4,Manager,debt_consolidation,913xx,CA,0
746,200000,240,3600,4,6,1,322000,1,20,12.89,1.01,10827.35,78.24,20.76,1,297,Field Service Engineer,debt_consolidation,939xx,CA,0
5660,60000,240,1000,2,1,0,139000,0,20,15.11,0,2872.83,33.91,27.88,0,-3,Commercial Service Representative,debt_consolidation,782xx,TX,0
1111,80000,240,1200,2,3,0,450000,1,20,11,3,5849.65,30.6,35.12,0,498,Finance Manager,vacation,117xx,NY,0
4892,50000,240,1000,4,1,1,528000,1,10,12.05,1,1875.48,27.52,22.88,0,-4,"Sr. Analytics Specialist, AVP",debt_consolidation,450xx,OH,0
6116,100000,300,1300,5,3,1,340000,1,20,6.89,0.01,8360.83,61.99,11.24,1,1,Account Manager,debt_consolidation,194xx,PA,0
3944,200000,240,3400,2,10,2,381000,1,20,14.16,0,10338.83,29.3,34.76,0,370,Technologist,debt_consolidation,740xx,OK,0
8505,60000,240,1000,3,3,1,147000,1,10,7.05,-0.01,8738.48,85.86,30.76,0,272,Dominos pizza,small_business,029xx,RI,0
5971,160000,300,2000,4,10,1,240000,1,10,6.84,0.01,5096.83,31.7,18.24,0,270,Physician Scheduler,credit_card,917xx,CA,0
4256,110000,300,1500,5,5,0,129000,1,30,8.95,1,5811.35,46.66,27.76,1,327,Assembly inspector,debt_consolidation,494xx,MI,0
2563,130000,240,2000,1,3,1,364000,1,30,12.05,-0.01,10762.17,23.42,22.12,0,277,Engineer,credit_card,060xx,CT,1
2940,60000,240,1000,2,5,0,260000,0,20,11.84,0.01,13592.83,48.78,41.88,0,299,State of Alabama,debt_consolidation,368xx,AL,0
1817,160000,300,1900,3,10,0,293000,0,30,23.89,-0.01,19199.65,49.4,38.24,1,293,Teacher,debt_consolidation,368xx,AL,0
4152,140000,300,1700,3,8,0,168000,1,10,6.89,0,6751,41.18,12.24,1,-3,Shipping,credit_card,469xx,IN,0
7533,120000,240,2000,3,7,1,344000,0,10,10.95,0,17343.83,62.26,18.24,0,0,Paramedic,debt_consolidation,117xx,NY,0
2554,60000,240,1000,4,1,1,156000,1,30,9.05,0.01,11531.52,65.1,19.88,0,-3,A&D representative,credit_card,606xx,IL,0
4337,90000,240,1400,1,1,0,194000,0,20,13.89,0,7933.65,36.32,34.76,0,-3,office manager,debt_consolidation,971xx,OR,1
7236,120000,300,1800,7,2,1,220000,1,20,6.89,0.01,4062.48,58.52,7.65,0,6,Operational analyst,debt_consolidation,104xx,NY,0
4739,70000,240,1200,3,10,0,478000,0,10,5,0.01,2020.65,11.46,35.88,0,404,workforce solutions greater dallas,other,760xx,TX,1
7768,100000,240,1800,4,8,0,455000,0,10,9,0,8254.17,77.69,36.76,0,288,aldi,medical,113xx,NY,0
6225,240000,300,3000,4,10,0,315000,1,30,15.89,0,14891.65,66.52,34.76,0,322,"Registered nurse, nurse manager",debt_consolidation,130xx,NY,0
4293,60000,240,1000,4,1,1,85000,1,20,8.05,0.01,8702,79.1,12.35,0,329,Pct,debt_consolidation,255xx,WV,0
8945,100000,240,1700,3,4,2,456000,1,30,14,0.98,4512.35,55,41.12,1,394,Firefighter/Paramedic,debt_consolidation,064xx,CT,1
5981,60000,240,1000,2,4,0,244000,1,20,9.16,0,9644.17,95.46,18,0,-8,Magna Mirrors ,debt_consolidation,493xx,MI,1
6434,100000,300,1100,3,10,0,310000,0,10,6.89,-0.01,8585.35,67.59,11.88,1,3,machinist,debt_consolidation,921xx,CA,0
5287,130000,240,2000,1,1,1,261000,1,20,8.95,0,29206,75.14,37.24,1,418,Controller,credit_card,930xx,CA,1
5182,150000,300,1900,4,1,1,333000,1,10,9,0,2331.35,78.96,34,0,291,Technical Support,debt_consolidation,038xx,NH,0
1612,200000,300,2300,3,10,1,322000,1,40,10.11,-0.01,38385.65,64.92,13.88,0,401,Associate Director,debt_consolidation,752xx,TX,1
4541,40000,240,700,5,7,0,513000,0,20,10.95,0,8689.83,90.68,34.65,1,421,Concussion LLP,vacation,761xx,TX,0
678,260000,300,3000,3,10,0,669000,1,20,15.16,0.01,24785.65,65,35.12,1,352,Fire Fighter,debt_consolidation,021xx,MA,0
814,110000,240,1900,3,2,0,234000,0,10,4,0.01,3423,89.9,6.76,1,-4,Server,debt_consolidation,977xx,OR,0
8627,130000,240,2300,3,9,0,371000,1,30,14.11,0.01,38946,67.84,21.88,1,283,Burton School District,debt_consolidation,932xx,CA,0
1536,200000,240,3500,3,7,1,229000,1,20,6,0.01,10121.83,70.8,22.12,0,-2,Risk Management Coordinator,debt_consolidation,782xx,TX,0
5676,70000,240,1100,1,2,1,369000,1,30,17.89,0,11639,48.26,48.76,1,2,Insurance Agent,debt_consolidation,234xx,VA,1
422,250000,240,4000,2,10,0,565000,1,10,10.11,1,7744.35,20.08,36.24,1,321,supervisor,debt_consolidation,633xx,MO,0
4638,240000,300,3200,5,10,0,289000,1,20,9,0.01,20937.17,64.18,24.76,0,356,City of Northport,credit_card,354xx,AL,0
1207,150000,300,1800,3,1,1,423000,1,10,12.89,0.01,24970.17,46.28,24.88,1,-1,Officer,debt_consolidation,955xx,CA,0
8480,70000,240,1100,1,1,1,169000,0,20,5.95,0.01,2297,59.69,19.24,0,296,Armour-Eckrich Meats,debt_consolidation,483xx,MI,1
5331,100000,300,1100,3,10,1,499000,0,30,16.84,0,24065,97.96,24.24,1,285,Management Analyst,credit_card,951xx,CA,0
4506,240000,300,3200,5,10,0,393000,1,30,17.05,0.99,13749.48,48.44,47,1,270,E-7,debt_consolidation,325xx,FL,0
3392,140000,300,2100,6,10,2,192000,1,30,14.11,0.99,17397.65,66.02,28.76,1,-5,A/R and A/P Administrator,debt_consolidation,629xx,IL,0
5323,120000,240,1900,1,7,1,225000,1,20,5.95,0.01,27495.83,79.58,21.65,0,303,Miami Dade County Public Schools,debt_consolidation,333xx,FL,1
6163,220000,300,2600,4,1,2,263000,1,30,17.95,0.01,14179,29.52,39.35,0,-5,Debt Counselor,debt_consolidation,117xx,NY,0
8123,250000,300,2800,2,10,0,640000,1,20,16.11,0,20413.52,69.76,37,0,445,Captain,credit_card,115xx,NY,1
6952,350000,300,4100,3,8,0,944000,1,40,21.05,0,44703.65,49.96,53.12,0,348,Technical Supervisor,debt_consolidation,235xx,VA,0
3835,60000,240,900,2,1,0,180000,1,20,17,0,8459.35,41.54,38,0,-10,Billing,credit_card,194xx,PA,0
4062,50000,240,800,2,1,0,184000,0,30,20.95,-0.01,4062.52,59.04,30.24,0,0,Detention Officer,debt_consolidation,799xx,TX,1
7270,200000,240,3400,3,4,1,444000,1,20,13.89,0.01,18954.48,77.56,70.76,1,0,Warehouse lead,debt_consolidation,730xx,OK,0
4267,160000,240,2700,2,1,1,207000,0,30,10.95,-0.01,15200.65,75.16,19.12,1,-1,Wu Yee children service,credit_card,941xx,CA,1
2435,100000,240,1800,3,1,1,243000,1,20,10.05,1.01,9522.65,67.64,24.12,1,7,Truck Driver,debt_consolidation,900xx,CA,0
202,290000,300,3100,2,4,0,606000,1,10,12.95,-0.01,32229.83,60.21,20.12,1,1,Sr. Principal Consultant,debt_consolidation,230xx,VA,1
8894,100000,240,1800,4,9,1,165000,1,20,11.05,0.01,17266,88.79,21.24,0,-2,Verizon,debt_consolidation,928xx,CA,0
3580,40000,240,600,3,2,1,410000,0,20,20.05,0.01,28862.52,57.06,34.88,0,283,Compliance Officer,other,940xx,CA,0
7459,80000,240,1300,3,10,0,230000,1,30,11,0.99,5335.83,78.8,19.76,0,0,Administrator,car,306xx,GA,0
5818,70000,240,1200,2,10,0,260000,0,20,11.11,-0.01,2825.17,23.62,38,1,370,Medical/Legal Assistant,home_improvement,370xx,TN,0
3296,170000,300,2000,4,10,0,263000,1,10,12.95,0,10591.65,31.18,21.76,1,564,Guest Service Manager,credit_card,080xx,NJ,0
8621,210000,300,3200,6,8,0,246000,1,30,9,-0.01,8637,58.39,19.24,0,4,US Air Force (Active Duty),debt_consolidation,853xx,AZ,0
3955,70000,240,1200,3,1,1,128000,1,20,4.84,0,3482.65,53.41,5.88,1,0,Spa Receptionist,debt_consolidation,334xx,FL,0
6075,200000,300,3000,6,10,2,299000,1,20,13.11,0.01,16445.83,65.88,33.12,0,6,USAF,debt_consolidation,283xx,NC,0
7026,100000,240,1700,2,1,1,167000,1,20,9,0.01,7824.65,60.12,8.76,1,-4,Stylist,debt_consolidation,531xx,WI,1
2706,200000,300,2200,3,6,0,530000,1,10,6,-0.01,10024.48,94.28,8.76,1,5,medical consultant,credit_card,276xx,NC,0
8254,160000,300,2200,5,1,0,236000,1,20,18.16,0.01,6128.83,28.24,26.12,0,280,GAF,debt_consolidation,760xx,TX,0
3949,190000,300,2000,2,10,0,380000,0,20,11.11,0,5941.83,13.29,29.12,0,335,Environmental Engineer,debt_consolidation,030xx,NH,0
3146,20000,240,300,4,10,0,363000,1,10,11.84,0.01,12455.52,46.8,30.35,1,324,Administrative Assistant,renewable_energy,488xx,MI,0
3676,180000,240,2700,1,2,0,256000,0,10,9.11,0.01,8157.17,30.49,21.88,0,0,Speech Pathologist,debt_consolidation,275xx,NC,1
7876,100000,240,1600,2,3,1,172000,0,20,7,0,9507.48,73.42,10.35,1,295,engineering,debt_consolidation,347xx,FL,1
1909,120000,240,1900,2,1,1,250000,0,20,12.05,0.01,11959.52,47.04,21,0,0,Business Analyst,credit_card,104xx,NY,0
8959,150000,300,1700,3,1,1,300000,0,20,13.16,1,13188.35,37.48,16.88,1,7,Director,debt_consolidation,114xx,NY,0
3920,20000,240,400,4,1,1,235000,0,30,8.05,-0.01,6219.83,68.29,16.76,1,-2,Database Analyst,moving,120xx,NY,0
6277,50000,240,800,2,10,1,177000,1,30,7.11,0,8378.83,63.56,15.88,0,503,Technologist,debt_consolidation,359xx,AL,1
7470,160000,240,3200,6,5,1,228000,1,30,14.16,0,17735.35,69.62,18,1,-2,Associate,debt_consolidation,910xx,CA,0
7515,250000,300,2900,3,10,1,525000,1,10,13.05,0,97315.83,62.46,42.24,0,422,Hanhol Service Company,debt_consolidation,236xx,VA,1
3224,120000,240,2100,2,3,2,323000,1,10,4,6,8641.83,75.31,11.24,0,2,Mortgage Underwriter III,debt_consolidation,360xx,AL,1
7007,120000,240,2100,3,7,2,431000,0,20,13.95,0.01,16253.35,49.31,29,0,275,CSMD LLP,debt_consolidation,945xx,CA,0
6229,100000,240,1800,2,7,1,417000,0,10,8.95,0,13880,80.22,12.24,1,306,SPACE SYSTEMS/LORAL,credit_card,940xx,CA,1
6468,50000,300,600,4,4,1,226000,1,10,11.05,-0.01,815.52,28.12,30.88,0,6,Charles Schwab and Co,debt_consolidation,606xx,IL,0
1137,100000,240,1700,2,2,2,467000,0,10,6.89,0.01,11894.17,30.16,19.88,0,-2,Floorhand,car,396xx,MS,0
7299,200000,240,3300,2,10,0,620000,1,20,23.95,-0.01,41041.83,49.14,60,0,294,kimball midwest,debt_consolidation,463xx,IN,0
5944,140000,240,2300,2,7,0,300000,1,20,6.95,-0.01,6437.52,63.2,19.76,1,0,Aircraft Mechanic,debt_consolidation,784xx,TX,1
4411,250000,300,2800,2,4,1,622000,1,10,16.05,0.01,23578.17,26.84,26.76,1,292,physician,medical,104xx,NY,0
9085,350000,300,4200,3,5,0,661000,1,10,11.89,0,16750.17,29.29,27.76,0,276,SAIC,home_improvement,224xx,VA,0
3088,40000,240,600,2,10,1,422000,1,20,18.05,-0.01,42454.17,97.48,25.24,1,438,rt salesman,home_improvement,030xx,NH,1
2487,100000,240,1700,3,5,0,212000,0,10,9.05,0.01,7823,55.42,32.12,1,423,clerk,debt_consolidation,018xx,MA,1
243,80000,240,1400,2,1,1,131000,1,10,5.05,0.01,6879.83,40.9,9.12,0,2,24 Hour Fitness,debt_consolidation,917xx,CA,0
7977,100000,240,1700,2,6,1,147000,1,40,7.05,1.01,10050.52,58.34,18.76,0,315,Provost Trucking & Blacktopping,debt_consolidation,129xx,NY,1
5848,80000,240,1500,4,10,0,319000,1,10,11.16,0.01,22437.17,86.8,19.12,1,-4,MSD Warren Township School District,other,462xx,IN,0
4404,100000,240,1700,3,10,0,138000,1,10,6.11,0.98,4215.52,66.98,21.12,0,-2,manager,debt_consolidation,307xx,GA,0
6910,210000,300,3100,7,5,1,338000,1,30,23,0,19675.35,65.02,41.76,0,322,UTHEALTH,small_business,775xx,TX,0
2807,160000,240,2800,3,10,0,350000,1,20,13.11,0,23649.17,88.1,25.12,1,0,Project Manager,debt_consolidation,546xx,WI,0
4644,150000,240,2500,3,2,0,256000,0,10,11.05,-0.01,7586.35,33.64,22.88,0,291,JM Wilson Corporation,wedding,490xx,MI,0
1588,350000,240,6100,3,1,0,728000,1,20,17.16,0.01,53111.17,86.92,51.65,0,537,Texas Health and Human Services Commissi,credit_card,787xx,TX,1
7247,150000,240,2600,3,10,0,897000,1,0,8.05,0,19123.17,38.04,19.65,0,391,marketing,debt_consolidation,950xx,CA,1
